Query	Hit	E-value	Coverage (%)	Identity (%)
AT4G38520.2	SPAC10F6.17c	5.53126e-22	68	11
AT4G31720.1	SPBC21H7.02	2.39929e-25	77	15
AT4G17020.1	SPBC13G1.13	2.81433e-70	91	10
AT4G23660.2	SPAC56F8.04c	4.85454e-58	71	15
AT4G36050.2	SPBC3D6.10	7.1824e-35	59	10
AT4G24440.2	SPCC553.11c	1.13208e-38	92	16
AT4G32900.2	SPAC19A8.14	1.1456e-23	87	14
AT4G05000.2	SPAC1B3.07c	1.07605e-24	89	10
AT4G00660.1	SPBC776.09	0.0	79	24
AT4G21800.2	SPBC119.15	2.80426e-106	68	19
AT4G24820.2	SPBC582.07c	3.05989e-109	94	14
AT4G36400.2	SPBC713.03	4.15062e-172	88	17
AT4G17190.1	SPAC6F12.13c	2.70396e-105	90	16
AT4G19003.1	SPBC4B4.06	4.03344e-22	94	9
AT4G14147.1	SPAC6G9.07c	6.65488e-70	98	18
AT4G14305.1	SPAC3G6.05	3.8268e-18	90	11
AT4G10360.2	SPAC17A2.02c	1.48116e-11	66	9
AT4G23570.3	SPBC36.12c	2.68995e-30	56	13
AT4G26700.2	SPBC1778.06c	9.52107e-136	80	13
AT4G28070.2	SPBC115.02c	1.43817e-65	83	12
AT4G36480.2	SPBC18E5.02c	3.21264e-91	83	12
AT4G25740.2	SPBP22H7.08	4.98891e-35	64	18
AT4G29810.2	SPAC1D4.13	3.48631e-63	69	13
AT4G10480.2	SPBC25H2.05	9.98155e-23	63	14
AT4G34460.4	SPBC32H8.07	2.13044e-75	84	13
AT4G20325.1	SPBC1347.08c	8.95413e-12	64	11
AT4G21192.2	SPBC21D10.07	4.29648e-10	97	10
AT4G34100.2	SPBC14F5.07	1.77221e-48	67	8
AT4G39200.2	SPBC3D6.15	2.24138e-20	59	18
AT4G27040.4	SPBC651.05c	4.39612e-47	93	11
AT4G12790.5	SPAC4D7.12c	4.24513e-88	91	16
AT4G16143.2	SPCC962.03c	0.0	97	18
AT4G33150.3	SPBC3B8.03	3.34953e-79	98	11
AT4G26485.1	SPCC1919.13c	5.99461e-18	86	11
AT4G20980.4	SPAC637.07	9.36946e-104	61	15
AT4G33360.3	SPAC513.07	9.02231e-15	70	10
AT4G39460.2	SPAC12B10.09	1.63065e-45	77	13
AT4G25315.2	SPAC227.17c	4.11822e-08	62	12
AT4G33200.2	SPCC1919.10c	0.0	68	12
AT4G30890.3	SPBP8B7.21	6.5388e-42	64	12
AT4G31300.3	SPBC4C3.10c	7.8451e-72	82	17
AT4G02060.2	SPBC25D12.03c	0.0	94	17
AT4G21860.3	SPBC216.04c	1.28342e-51	62	19
AT4G39150.2	SPBC3E7.11c	1.02278e-33	84	11
AT4G17620.3	SPAC19D5.06c	4.95104e-26	51	10
AT4G35020.3	SPAC110.03	6.29542e-74	87	19
AT5G44450.1	SPAC16E8.14c	3.74231e-56	65	13
AT5G35730.1	SPAC227.01c	1.50113e-24	67	10
AT5G06140.1	SPCPJ732.01	4.25172e-19	65	10
AT5G16070.1	SPBC646.11	0.0	98	19
AT5G22330.1	SPAPB8E5.09	0.0	97	22
AT5G58590.1	SPBC1773.07c	1.83534e-36	58	16
AT5G16060.1	SPCC4B3.20	8.64971e-08	55	11
AT5G58420.1	SPBC21B10.10	2.13135e-120	99	22
AT5G16130.1	SPAC18G6.14c	6.97917e-64	97	16
AT5G08190.1	SPBC30D10.02	1.64605e-28	64	15
AT5G58290.1	SPCC576.10c	0.0	94	25
AT5G49460.1	SPBC1703.07	0.0	98	18
AT5G56130.1	SPCC18B5.10c	4.60106e-75	98	12
AT5G11980.1	SPBC11B10.03	1.7537e-12	54	8
AT5G36880.1	SPCC191.02c	0.0	93	15
AT5G16570.1	SPAC23H4.06	8.86011e-125	93	18
AT5G61770.1	SPAC1B9.03c	6.41733e-62	82	13
AT5G08300.1	SPAC16E8.17c	1.39317e-118	87	20
AT5G56190.1	SPBC2A9.03	3.54656e-34	84	10
AT5G08280.1	SPAC24B11.13	5.17632e-44	70	12
AT5G08290.1	SPCC16A11.05c	9.04009e-83	99	25
AT5G11900.1	SPBC16C6.05	1.17075e-34	92	13
AT5G58030.1	SPBC1718.05	1.40017e-60	86	17
AT5G58020.1	SPAC1D4.09c	1.17005e-17	54	10
AT5G62030.1	SPBC3B8.05	3.55764e-129	76	17
AT5G17410.2	SPBC365.15	4.06016e-62	80	12
AT5G58060.1	SPBC13G1.11	8.83301e-57	99	17
AT5G03630.1	SPAC26F1.14c	1.75025e-25	90	10
AT5G63860.1	SPBC557.03c	9.74851e-33	87	10
AT5G03290.1	SPBC902.05c	1.27195e-136	88	19
AT5G63840.1	SPAC1002.03c	0.0	91	13
AT5G16440.1	SPBC106.15	2.78945e-70	72	17
AT5G62050.1	SPBP4H10.03	1.45335e-42	53	11
AT5G06360.1	SPCP1E11.08	1.84381e-118	99	20
AT5G57950.1	SPAC2H10.02c	3.88831e-22	80	10
AT5G17380.1	SPBC725.04	8.69549e-118	96	13
AT5G65750.1	SPBC3H7.03c	0.0	92	17
AT5G65720.1	SPBC21D10.11c	0.0	88	21
AT5G14040.1	SPBC1703.13c	2.45965e-102	77	18
AT5G14050.1	SPBC29A3.06	9.33907e-72	75	10
AT5G65780.1	SPBC428.02c	2.93182e-62	88	11
AT5G66680.1	SPCC338.15	3.92533e-59	89	10
AT5G48545.1	SPCC1442.14c	1.10733e-22	51	14
AT5G58240.2	SPCC4G3.02	2.55482e-36	62	18
AT5G58230.1	SPCC1672.10	5.72432e-131	92	16
AT5G63620.1	SPBC1539.07c	4.26255e-41	86	11
AT5G06410.1	SPAC144.08	1.3801e-18	58	11
AT5G63610.1	SPAC23H4.17c	4.69176e-79	72	15
AT5G08160.1	SPAC3H1.13	9.45294e-40	91	10
AT5G56580.1	SPAC1D4.13	3.07142e-56	71	13
AT5G58270.1	SPAC15A10.01	0.0	81	17
AT5G03555.1	SPAC29B12.14c	8.53078e-63	68	11
AT5G08110.1	SPAC23A1.19c	2.73935e-129	69	11
AT5G06460.1	SPBC1604.21c	0.0	93	15
AT5G66760.1	SPAC1556.02c	0.0	93	23
AT5G05990.1	SPBC776.07	5.5642e-13	78	9
AT5G35460.1	SPBC776.05	1.52312e-28	86	9
AT5G27490.1	SPAC227.06	5.76342e-19	57	10
AT5G19550.1	SPBC725.01	7.28036e-134	98	15
AT5G26780.1	SPAC24C9.12c	0.0	86	21
AT5G10630.1	SPBC839.15c	3.44035e-90	63	11
AT5G26710.1	SPAC17A5.15c	0.0	92	15
AT5G35530.1	SPBC16G5.14c	3.22874e-119	91	24
AT5G54260.1	SPAC13C5.07	7.20503e-121	69	13
AT5G60340.1	SPCC830.11c	1.55756e-53	95	15
AT5G27470.1	SPAC29A4.15	9.36239e-177	99	18
AT5G52820.1	SPCC18.05c	2.00278e-149	94	15
AT5G04270.1	SPBC2F12.15c	3.63922e-21	71	11
AT5G52810.1	SPAP11E10.01	5.8774e-46	78	12
AT5G61330.1	SPAC664.08c	3.39838e-21	65	9
AT5G48870.1	SPBC20F10.09	3.82103e-26	87	19
AT5G48840.1	SPAC5H10.08c	1.21348e-60	98	12
AT5G60370.1	SPBC685.02	6.20164e-20	71	10
AT5G19820.1	SPCC1840.03	9.28128e-177	88	11
AT5G45380.1	SPBC23G7.13c	3.0765e-158	93	14
AT5G03905.1	SPBC3B9.17	8.83245e-20	67	11
AT5G60540.1	SPAC222.08c	1.16002e-41	83	13
AT5G47760.1	SPBC15D4.15	1.75204e-65	97	12
AT5G10790.1	SPAC13A11.04c	4.2575e-55	80	10
AT5G10780.1	SPCC1281.03c	1.6908e-15	64	11
AT5G40280.1	SPAC17G6.04c	1.38639e-55	80	11
AT5G11340.1	SPBC13E7.02	3.91875e-22	83	11
AT5G47540.1	SPAC1834.06c	7.1589e-78	97	13
AT5G47560.1	SPBC3B8.04c	6.82506e-16	86	8
AT5G04120.1	SPAC26F1.06	1.60172e-15	71	10
AT5G19680.1	SPAC4A8.12c	2.40116e-43	87	11
AT5G47680.1	SPAC6B12.09	6.62758e-49	50	15
AT5G04040.1	SPAC1A6.05c	6.52201e-58	55	11
AT5G19740.1	SPBC354.09c	2.26245e-55	91	9
AT5G02270.1	SPAC20G4.01	4.76756e-51	75	15
AT5G52240.1	SPAC25B8.01	1.37348e-19	52	14
AT5G26110.1	SPAP27G11.07c	1.54595e-55	99	13
AT5G17770.1	SPCC970.03	4.28068e-73	83	15
AT5G61640.1	SPAC29E6.05c	1.00807e-48	71	16
AT5G44635.1	SPBC211.04c	0.0	79	17
AT5G22010.1	SPBC23E6.07c	5.84006e-81	66	11
AT5G40660.1	SPAC9.12c	1.66777e-14	71	8
AT5G02280.1	SPBC3B9.12	1.51227e-38	91	15
AT5G22110.1	SPBP8B7.14c	1.56805e-74	86	10
AT5G22100.1	SPAC12G12.06c	1.80909e-65	98	13
AT5G02100.1	SPBC2F12.05c	4.05129e-60	77	12
AT5G11880.1	SPAC144.04c	3.21345e-17	74	9
AT5G43430.1	SPAC1805.02c	5.42802e-73	97	15
AT5G22080.1	SPBC1734.05c	6.84187e-26	82	12
AT5G22060.1	SPBC1734.11	1.30759e-91	96	14
AT5G67100.1	SPAC3H5.06c	0.0	94	11
AT5G61460.1	SPCC5E4.06	6.13592e-86	96	9
AT5G35590.1	SPBC646.16	8.88534e-99	96	19
AT5G49010.1	SPBP4H10.21c	7.18907e-17	90	9
AT5G52580.1	SPAC630.05	7.87262e-75	90	10
AT5G39500.1	SPBC211.03c	4.25347e-81	61	9
AT5G26360.1	SPBC1A4.08c	0.0	94	19
AT5G52640.1	SPAC926.04c	0.0	57	22
AT5G11650.1	SPCC5E4.05c	8.93131e-23	67	10
AT5G21900.1	SPCC330.02	1.61829e-09	67	9
AT5G61510.1	SPCC1442.16c	2.38196e-53	78	12
AT5G39440.1	SPCC74.03c	6.11598e-117	91	14
AT5G40610.1	SPBC215.05	5.65554e-100	87	15
AT5G15070.1	SPCC1672.06c	1.32777e-127	77	12
AT5G10480.1	SPBC19C2.15c	1.85617e-26	96	11
AT5G52450.1	SPCC4B3.13	5.26108e-81	89	11
AT5G02450.1	SPCC970.05	2.86712e-34	88	19
AT5G52470.1	SPBC2D10.10c	6.0003e-136	74	26
AT5G04620.2	SPAC2F3.09	1.59629e-44	72	11
AT5G54670.1	SPAC664.10	2.23899e-117	86	13
AT5G01320.1	SPAC186.09	6.24713e-166	92	14
AT5G10360.1	SPAC13G6.07c	9.59457e-74	95	19
AT5G12210.1	SPAC167.02	1.70916e-106	95	15
AT5G12190.1	SPBC29A3.07c	9.55118e-33	85	16
AT5G03455.1	SPBC839.07	4.94195e-12	73	13
AT5G01410.1	SPAC29B12.04	8.90637e-148	92	25
AT5G01340.1	SPAC328.09	3.17849e-40	96	10
AT5G01330.1	SPAC186.09	9.98551e-169	94	15
AT5G54750.1	SPAC644.18c	2.77773e-62	94	17
AT5G04710.1	SPAC4F10.02	1.00804e-137	86	15
AT5G22750.1	SPAC13G6.01c	2.68004e-149	89	11
AT5G53400.1	SPBC19F8.02	1.55466e-40	51	13
AT5G54770.1	SPBC26H8.01	1.69638e-110	73	22
AT5G12320.1	SPBP16F5.05c	5.20506e-21	89	13
AT5G20890.1	SPAC1D4.04	0.0	99	22
AT5G25150.1	SPCC5E4.03c	1.14066e-123	98	12
AT5G40810.1	SPBC29A3.18	1.33404e-87	88	16
AT5G40820.1	SPBC216.05	4.5676e-173	65	9
AT5G46030.1	SPAC1B3.02c	5.22346e-25	66	16
AT5G01770.1	SPAC57A7.11	0.0	92	13
AT5G25780.1	SPAC25G10.08	7.75189e-136	85	13
AT5G22950.1	SPAC9E9.14	8.60696e-25	59	11
AT5G45970.1	SPAC110.03	8.99127e-73	85	19
AT5G25800.1	SPAC637.09	2.96405e-52	85	10
AT5G04430.2	SPCC757.09c	1.60154e-13	93	8
AT5G48030.1	SPCC4G3.14	1.57247e-73	81	13
AT5G46210.1	SPAC3A11.08	5.30005e-121	87	11
AT5G04540.1	SPAC19A8.03	3.85633e-75	57	13
AT5G41010.1	SPBC19C2.03	1.05288e-18	94	18
AT5G28050.1	SPCC965.14c	1.07338e-12	55	11
AT5G10270.1	SPBC32H8.10	5.54474e-98	62	16
AT5G28060.1	SPBC17G9.07	1.90816e-48	91	20
AT5G10240.1	SPBC119.10	0.0	95	18
AT5G46280.1	SPCC1682.02c	0.0	79	17
AT5G04510.2	SPCC576.15c	9.68998e-74	70	14
AT5G40870.1	SPCC162.11c	1.02257e-73	80	12
AT5G25480.1	SPBC19C2.02	9.2098e-65	96	11
AT5G43320.1	SPBC3H7.15	6.5941e-154	60	23
AT5G46180.1	SPBC21C3.08c	1.08811e-167	87	18
AT5G27740.1	SPBC83.14c	1.79174e-101	97	14
AT5G62930.1	SPCC126.10	2.78339e-16	92	9
AT5G04920.1	SPBC3B9.09	1.36031e-17	55	8
AT5G13070.1	SPBC36.10	7.45292e-24	92	10
AT5G57160.1	SPCC1183.05c	1.20911e-75	56	10
AT5G20850.1	SPAC644.14c	1.52612e-169	95	22
AT5G04990.1	SPBC12D12.01	3.21792e-19	50	11
AT5G62600.1	SPBC11G11.07	2.0647e-43	84	8
AT5G27720.1	SPBC30D10.06	2.4779e-39	65	21
AT5G62500.1	SPAC18G6.15	9.73585e-34	78	11
AT5G48640.1	SPBC12D12.06	2.03688e-24	81	9
AT5G13050.1	SPBC1703.08c	5.00502e-16	75	10
AT5G63010.1	SPCC18.15	2.18407e-37	95	10
AT5G57280.1	SPAC26A3.06	5.71819e-67	94	15
AT5G13280.1	SPBC19F5.04	1.35246e-58	66	11
AT5G57020.1	SPBC2G2.11	2.32532e-142	90	17
AT5G55130.1	SPAC2G11.10c	4.55134e-95	86	13
AT5G13240.1	SPAC31G5.12c	1.46909e-25	99	10
AT5G55190.1	SPBC1289.03c	3.68001e-116	95	25
AT5G55160.1	SPBC365.06	2.64729e-33	85	19
AT5G13030.1	SPAC20G4.05c	1.34532e-96	85	12
AT5G07590.1	SPBC32H8.09	5.04941e-15	92	8
AT5G54900.1	SPBC23E6.01c	6.46848e-77	70	14
AT5G27620.1	SPBP16F5.02	2.82398e-21	54	9
AT5G41360.1	SPAC17A5.06	0.0	92	19
AT5G07630.1	SPBC887.19	1.31885e-32	70	9
AT5G54840.1	SPAC1565.06c	4.9189e-61	64	16
AT5G07350.1	SPCC645.08c	2.02107e-87	97	9
AT5G49930.1	SPCC132.01c	1.20141e-109	62	12
AT5G13010.1	SPBC1711.17	0.0	67	18
AT5G54910.1	SPAC1093.05	8.40948e-176	63	17
AT5G57500.1	SPBC1921.06c	3.38458e-08	71	10
AT5G57440.1	SPCC1020.07	5.19989e-41	87	13
AT5G62410.1	SPBP4H10.06c	0.0	98	13
AT5G03340.1	SPAC1565.08	0.0	93	23
AT5G66130.1	SPAC14C4.13	4.86002e-22	52	9
AT5G23340.1	SPBC25B2.11	1.18684e-16	71	9
AT5G23290.1	SPBC215.02	2.33824e-19	78	12
AT5G23310.1	SPAC1486.01	2.04355e-26	71	11
AT5G63110.1	SPBC36.05c	2.87661e-176	80	19
AT5G23300.1	SPAC57A10.12c	1.27922e-100	76	15
AT5G51540.1	SPAC1F3.10c	4.24125e-78	94	9
AT5G66380.1	SPBC27B12.09c	2.91629e-34	88	11
AT5G19440.1	SPAC513.07	2.47934e-44	81	12
AT5G13480.1	SPAC12G12.14c	1.47635e-115	65	14
AT5G63030.1	SPAC15E1.09	5.70014e-21	70	12
AT5G23270.1	SPAC20G8.03	1.18322e-46	94	9
AT5G24510.1	SPAC644.15	1.05375e-18	57	17
AT5G41970.1	SPAC694.04c	5.62568e-101	85	15
AT5G19300.1	SPBC8D2.16c	1.01515e-31	59	11
AT5G13550.1	SPAC869.05c	9.67916e-56	80	11
AT5G27380.1	SPAC3F10.04	4.46914e-79	86	12
AT5G42000.1	SPBC119.09c	7.94986e-32	90	12
AT5G24450.1	SPAC6F12.11c	1.16377e-15	68	8
AT5G63080.1	SPAC25H1.02	1.64978e-29	57	10
AT5G51740.1	SPAP14E8.04	3.487e-31	83	9
AT5G13520.1	SPCC1322.05c	2.63792e-94	95	11
AT5G56740.1	SPAC139.06	6.50217e-22	70	9
AT5G13780.1	SPAC15E1.08	1.80403e-64	76	20
AT5G07800.1	SPBP16F5.08c	7.93987e-42	85	10
AT5G28740.1	SPBC211.02c	0.0	88	14
AT5G56670.1	SPBC19G7.03c	7.849e-15	95	21
AT5G17270.1	SPAC19B12.01	1.34268e-51	69	9
AT5G65940.1	SPBC2D10.09	2.55066e-81	92	13
AT5G06680.1	SPBC428.20c	3.59454e-79	95	9
AT5G42300.1	SPBC31E1.03	1.2485e-35	98	23
AT5G13680.1	SPBC36.07	1.6607e-49	54	9
AT5G16750.1	SPCC16A11.02	1.15486e-131	91	10
AT5G13450.1	SPCC1840.06	7.15875e-30	93	11
AT5G63400.1	SPAC4G9.03	1.34272e-84	83	18
AT5G09920.1	SPBC337.14	1.04957e-15	95	11
AT5G53480.1	SPAC1B1.03c	2.1388e-172	99	13
AT5G24840.1	SPCPB16A4.04c	1.06098e-87	96	18
AT5G09890.1	SPAC821.12	1.89432e-132	85	14
AT5G46800.1	SPAC4G9.20c	2.52775e-38	99	11
AT5G18790.1	SPBC4F6.08c	1.36776e-12	93	15
AT5G09830.1	SPAC8C9.11	5.97322e-10	85	16
AT5G50320.1	SPAC29A4.20	0.0	93	23
AT5G43340.1	SPBC8E4.01c	1.4455e-71	92	12
AT5G46540.1	SPCC663.03	0.0	97	13
AT5G45900.1	SPBC6B1.05c	1.28629e-134	94	13
AT5G22980.1	SPAC19G12.10c	2.21116e-78	82	13
AT5G25880.1	SPCC794.12c	3.63577e-105	91	11
AT5G10050.1	SPAC23D3.11	7.01997e-43	88	12
AT5G23010.1	SPBC1105.02c	4.41368e-34	83	9
AT5G39040.1	SPBC9B6.09c	1.41316e-110	91	12
AT5G46630.1	SPBP16F5.07	6.91898e-106	98	13
AT5G45550.1	SPBC428.13c	5.27499e-90	97	18
AT5G09650.1	SPAC23C11.05	1.35117e-69	78	15
AT5G19050.1	SPAPB24D3.06c	6.10074e-22	66	12
AT5G09590.1	SPAC664.11	0.0	83	21
AT5G51820.1	SPBC32F12.10	0.0	88	19
AT5G19180.1	SPAC24H6.12c	3.21544e-93	78	14
AT5G13430.1	SPBC16H5.06	1.01758e-68	65	18
AT5G41880.1	SPAC6B12.10c	2.05504e-96	79	14
AT5G16990.1	SPAPB24D3.08c	7.20166e-90	99	15
AT5G38710.1	SPCC70.03c	5.87993e-24	87	8
AT5G43940.1	SPCC13B11.04c	1.94484e-169	98	20
AT5G43900.1	SPCC1919.10c	0.0	68	12
AT5G18930.1	SPBP4H10.05c	1.06435e-42	81	13
AT5G09770.1	SPBC1271.13	9.36667e-26	74	15
AT5G38890.1	SPCC1840.11	2.99471e-37	96	13
AT5G46860.1	SPBC31E1.04	2.48952e-11	86	9
AT5G47010.1	SPAC16C9.06c	0.0	64	19
AT5G47030.1	SPBC13E7.04	1.36363e-14	63	11
AT5G51940.1	SPCC1020.04c	1.76746e-39	51	26
AT5G24680.1	SPAC25H1.04	4.36027e-14	72	8
AT5G41770.1	SPBC31F10.11c	0.0	94	16
AT5G38820.1	SPBC1685.07c	6.7755e-17	63	10
AT5G09740.1	SPAC637.12c	4.14692e-99	63	15
AT5G63920.1	SPBC16G5.12c	5.79164e-147	63	13
AT5G45130.1	SPAC6F6.15	1.05013e-65	81	21
AT5G15930.1	SPBC1778.09	1.11709e-33	64	12
AT5G02820.1	SPAC17A5.11	4.13866e-37	62	11
AT5G23540.1	SPAC31G5.13	7.69918e-149	99	23
AT5G58690.1	SPAC22F8.11	6.15539e-41	94	9
AT5G43010.1	SPCC1682.16	0.0	92	24
AT5G63890.1	SPBC1711.13	5.59526e-133	93	17
AT5G59180.1	SPACUNK4.06c	9.20046e-57	95	16
AT5G15400.1	SPAC20H4.10	2.4243e-87	76	9
AT5G50810.1	SPAC13G6.04	2.47762e-12	96	11
AT5G64410.1	SPBC29B5.02c	7.12868e-155	99	12
AT5G14320.1	SPCC1795.07	1.22012e-19	60	12
AT5G21274.1	SPAC3A12.14	1.80298e-77	96	24
AT5G21326.1	SPCC74.03c	2.93519e-84	60	15
AT5G28540.1	SPCC1739.13	0.0	91	21
AT5G08415.1	SPBC8D2.15	3.50726e-119	73	19
AT5G67290.1	SPAC1F5.03c	4.73116e-40	83	11
AT5G45140.1	SPAC4G9.08c	0.0	98	18
AT5G26900.1	SPBC1198.12	5.27859e-104	88	14
AT5G14240.1	SPBC2A9.09	5.8797e-27	70	12
AT5G51130.1	SPBC2A9.10	9.19386e-29	69	11
AT5G23710.1	SPCC290.02	3.18077e-17	91	9
AT5G65205.1	SPAC23D3.11	3.10334e-35	72	13
AT5G39900.1	SPAC1B3.04c	0.0	93	16
AT5G51140.1	SPAC18B11.02c	2.13266e-74	87	12
AT5G23530.1	SPAPB1A11.02	6.19221e-15	59	9
AT5G14520.1	SPBC19F5.05c	1.80459e-116	97	13
AT5G65360.1	SPBC1105.11c	5.7784e-76	99	30
AT5G64610.1	SPAC637.12c	3.00855e-103	76	15
AT5G05730.1	SPCC1442.09	1.93617e-90	89	12
AT5G43140.1	SPAC4G9.14	4.67864e-15	53	9
AT5G35080.1	SPAC227.11c	3.21621e-15	57	9
AT5G43710.1	SPAC23A1.04c	2.30792e-116	74	14
AT5G14530.1	SPAC824.04	2.50778e-44	93	11
AT5G59140.1	SPBC1861.07	1.52108e-23	97	14
AT5G67510.1	SPBC29B5.03c	6.28134e-47	72	20
AT5G20165.1	SPBC530.16	1.88647e-23	97	19
AT5G10920.1	SPBC1539.03c	5.86764e-130	86	14
AT5G50440.1	SPAP14E8.03	3.37152e-10	59	11
AT5G59440.2	SPCC70.07c	1.13618e-63	84	16
AT5G50460.1	SPAC4G8.02c	1.09517e-09	97	14
AT5G43530.1	SPAC13G6.01c	5.249e-142	65	11
AT5G59240.1	SPAC521.05	6.99877e-84	92	20
AT5G50850.1	SPBC30D10.13c	4.98284e-153	91	21
AT5G63980.1	SPCC1753.04	1.13432e-61	74	14
AT5G55930.1	SPBC29B5.02c	6.51443e-163	94	12
AT5G05920.1	SPBC1271.04c	1.25832e-145	94	19
AT5G15450.1	SPBC16D10.08c	0.0	87	16
AT5G08420.1	SPBC25B2.05	1.73746e-110	75	20
AT5G60040.1	SPBC651.08c	0.0	97	15
AT5G26860.1	SPAC22F3.06c	0.0	88	16
AT5G20520.1	SPBC32H8.03	2.84222e-59	87	13
AT5G53000.1	SPCC63.05	8.94719e-15	96	8
AT5G60790.1	SPBC16H5.08c	0.0	92	17
AT5G50870.1	SPBC2D10.20	1.1219e-60	95	16
AT5G64050.1	SPAPB1A10.11c	1.98332e-78	60	12
AT5G55990.1	SPCC830.06	3.79475e-18	75	11
AT5G24260.1	SPACUNK4.08	4.57394e-37	79	9
AT5G08690.1	SPAC222.12c	0.0	82	25
AT5G20270.1	SPBC12C2.09c	2.95702e-42	99	10
AT5G15700.1	SPAC26H5.12	5.63627e-164	78	13
AT5G59970.1	SPBC1105.12	2.51029e-50	78	29
AT5G63960.1	SPBC336.04	0.0	93	18
AT5G64670.1	SPBC9B6.06	4.40419e-19	63	13
AT5G64730.1	SPBC713.05	1.49772e-59	91	12
AT5G64960.1	SPBC32H8.10	4.43997e-102	64	16
AT5G14800.1	SPAPYUG7.05	2.55932e-45	93	11
AT5G09500.1	SPAC1071.07c	2.24858e-72	98	22
AT5G18200.1	SPBPB2B2.10c	9.4114e-16	86	8
AT5G17930.1	SPAC24C9.11	1.12825e-46	53	10
AT5G23630.1	SPACUNK4.07c	0.0	95	13
AT5G05450.1	SPBC24C6.02	3.44317e-104	80	14
AT5G19990.1	SPBC23G7.12c	0.0	95	26
AT5G50960.1	SPAC637.08	2.17481e-127	91	18
AT5G09260.1	SPBC215.14c	5.96261e-24	97	11
AT5G20570.1	SPAC23H4.18c	7.26522e-56	73	28
AT5G08610.1	SPAC1F7.02c	1.02462e-68	52	11
AT5G60990.1	SPAC823.08c	2.4861e-174	91	19
AT5G58782.1	SPAC4D7.04c	5.38599e-48	80	12
AT5G08335.1	SPAC10F6.12c	1.49206e-41	87	13
AT5G37830.1	SPAC11D3.15	0.0	98	17
AT5G14590.1	SPAC6G10.08	0.0	88	21
AT5G15550.1	SPAC890.04c	2.66011e-41	96	10
AT5G15770.1	SPAC16E8.03	5.36049e-22	68	13
AT5G15200.1	SPBC29A3.12	9.22407e-91	85	24
AT5G59840.1	SPAC9E9.07c	3.397e-78	79	25
AT5G43080.1	SPBC582.03	3.39709e-52	71	13
AT5G20620.1	SPBC337.08c	0.0	99	32
AT5G36940.1	SPCPB1C11.02	1.24339e-11	62	8
AT5G39840.1	SPAC637.11	4.34486e-109	58	13
AT5G14600.1	SPAC9G1.12	1.2237e-47	94	11
AT5G03850.1	SPCC285.15c	2.82913e-16	76	24
AT5G51050.1	SPBC12D12.05c	1.25581e-61	56	15
AT5G55760.1	SPCC132.02	8.18739e-19	53	11
AT5G08565.1	SPBC21C3.16c	1.09266e-15	82	12
AT5G02960.1	SPBP4H10.13	3.76515e-72	99	24
AT5G37780.1	SPAC3A12.14	3.29476e-77	96	24
AT5G64270.1	SPAC27F1.09c	0.0	70	23
AT5G10810.1	SPAC19G12.17	6.59503e-13	99	9
AT5G67220.1	SPBC36B7.04	1.3117e-83	74	15
AT5G55810.1	SPAC806.06c	1.94691e-49	92	13
AT5G67630.1	SPBC83.08	0.0	94	22
AT5G05620.1	SPBC32F12.04	0.0	94	23
AT5G56090.1	SPAC22E12.10c	1.67481e-74	71	15
AT5G14170.1	SPAC23G3.10c	6.92298e-48	71	10
AT5G51100.1	SPAC1486.01	1.4724e-29	71	11
AT5G45160.1	SPAC222.14c	2.22828e-82	85	9
AT5G20080.1	SPCC970.03	8.20679e-60	67	14
AT5G14180.1	SPCC1672.09	2.86888e-38	83	10
AT5G15870.1	SPAC821.09	4.06494e-28	80	9
AT5G58710.1	SPBC28F2.03	1.13986e-73	80	21
AT5G42740.1	SPBC1604.05	5.25161e-152	94	15
AT5G39950.1	SPAC7D4.07c	1.28587e-25	66	14
AT5G43500.2	SPAC664.02c	6.17639e-38	65	10
AT5G14850.1	SPCC16A11.06c	4.7299e-73	90	11
AT5G26830.1	SPBC25H2.02	0.0	89	19
AT5G18070.1	SPAC13C5.05c	6.90334e-135	94	15
AT5G08530.1	SPBC18E5.10	4.98281e-103	82	13
AT5G64150.1	SPAC29B12.05c	1.15332e-12	50	10
AT5G23880.1	SPBC1709.15c	2.45808e-111	96	11
AT5G53770.1	SPAC12G12.13c	7.15147e-57	56	12
AT5G15750.1	SPAC19D5.05c	2.89038e-59	91	16
AT5G17990.1	SPBC16G5.08	5.41389e-53	58	13
AT5G05670.1	SPAC23H4.07c	1.03871e-07	54	10
AT5G36290.2	SPAC17G8.08c	3.02273e-45	77	13
AT5G56900.2	SPAC1F3.09	8.70856e-44	98	9
AT5G44740.2	SPBC16A3.11	1.94913e-42	65	10
AT5G40580.2	SPAC23D3.07	1.33779e-95	89	18
AT5G49650.1	SPCPJ732.02c	2.76568e-107	88	13
AT5G14740.2	SPBP8B7.05c	4.61815e-22	74	10
AT5G59560.2	SPBC14C8.13	4.55371e-09	74	8
AT5G66930.2	SPAC25H1.03	2.196e-13	91	8
AT5G26600.1	SPBC660.12c	2.8422e-19	72	8
AT5G53850.1	SPAC20H4.05c	3.76618e-49	54	13
AT5G15610.2	SPAC1751.03	1.11235e-23	78	8
AT5G10070.1	SPAC1F3.04c	4.80806e-50	64	14
AT5G19150.2	SPCC61.03	1.10108e-72	84	13
AT5G48230.1	SPBC215.09c	6.03231e-155	97	19
AT5G26180.2	SPAC2C4.06c	5.51835e-56	71	12
