Query	Hit	E-value	Coverage (%)	Identity (%)
SPBC651.05c	AT4G27040.4 	2.68312e-46	92	35
SPBC651.08c	AT5G60040.1 	0.0	97	46
SPBC651.11c	AT1G56590.1 	1.97801e-36	99	24
SPBC3D6.15	AT4G39200.2 	7.49864e-20	72	56
SPBC3D6.06c	AT2G35390.1 	7.56274e-74	97	40
SPBC3D6.07	AT3G45100.2 	2.473e-160	91	54
SPBC3D6.08c	AT1G19120.1 	1.56768e-29	80	48
SPBC3D6.09	AT1G09030.1 	9.82667e-11	51	29
SPBC3D6.10	AT4G36050.2 	3.64758e-36	65	32
SPBC3D6.12	AT3G21540.1 	6.77965e-180	99	36
SPBC30B4.03c	AT4G25515.1 	3.84711e-13	59	28
SPBC30B4.05	AT2G46520.1 	1.19697e-161	97	34
SPBC30B4.06c	AT2G13440.1 	4.15054e-124	89	40
SPBC30B4.07c	AT1G18340.1 	2.98253e-42	85	36
SPBC30B4.08	AT3G15140.1 	3.02482e-12	65	23
SPBC27B12.03c	AT3G02580.1 	5.40052e-12	73	33
SPBC27B12.09c	AT5G66380.1 	5.70197e-45	95	39
SPBC27B12.13	AT3G20000.1 	1.18462e-22	90	27
SPBC8D2.01	AT1G06390.2 	3.77756e-127	92	53
SPBC8D2.03c	AT5G59970.1 	1.46245e-49	79	87
SPBC8D2.04	AT5G65360.1 	1.74342e-78	100	90
SPBC8D2.06	AT4G10320.1 	0.0	99	52
SPBC8D2.09c	AT1G06960.2 	1.16996e-19	77	48
SPBC8D2.10c	AT4G29510.1 	7.3376e-79	63	41
SPBC8D2.12c	AT2G25830.1 	3.42124e-19	89	27
SPBC8D2.14c	AT3G24350.1 	4.17241e-49	99	38
SPBC8D2.15	AT5G08415.1 	6.30295e-119	78	58
SPBC8D2.16c	AT5G19300.1 	5.67495e-31	78	34
SPBC8D2.18c	AT4G13940.1 	1.75328e-172	99	64
SPBC8D2.20c	AT3G63460.3 	1.27346e-76	63	28
SPBC8D2.19	AT4G19110.1 	2.463e-61	53	39
SPBC17A3.03c	AT2G32960.1 	2.56776e-31	54	39
SPBC17A3.04c	AT4G13780.1 	0.0	72	56
SPBC17A3.05c	AT3G57340.2 	9.1808e-36	88	30
SPBC17A3.07	AT3G54660.1 	1.43547e-97	92	39
SPBC17A3.08	AT3G52390.1 	3.66018e-81	96	43
SPBC691.01	AT5G04270.1 	7.46654e-11	58	27
SPBC691.03c	AT5G22770.2 	7.54156e-123	66	38
SPBC691.04	AT5G08610.1 	3.92607e-65	81	35
SPBC691.05c	AT1G73020.2 	1.14051e-07	72	23
SPBP22H7.02c	AT4G19610.1 	4.23038e-96	57	39
SPBP22H7.07	AT4G15900.1 	2.93419e-150	71	62
SPBP22H7.08	AT4G25740.2 	1.74414e-34	93	42
SPBC32H8.04c	AT2G46230.1 	1.12197e-73	97	58
SPBC32H8.03	AT5G20520.1 	2.27886e-60	92	42
SPBC32H8.07	AT4G34460.4 	1.05902e-74	95	43
SPBC32H8.09	AT5G07590.1 	2.49419e-14	87	24
SPBC32H8.10	AT5G10270.1 	2.86196e-101	58	46
SPBC32H8.12c	AT3G53750.1 	0.0	99	87
SPBC11B10.01	AT1G78800.1 	1.15552e-92	70	44
SPBC11B10.02c	AT5G10330.3 	3.97452e-44	90	35
SPBC11B10.03	AT5G11980.1 	1.53073e-09	61	23
SPBC11B10.07c	AT3G12740.1 	5.91142e-60	94	36
SPBC11B10.09	AT3G48750.1 	1.44425e-140	99	63
SPBC11B10.10c	AT3G54560.1 	5.96678e-53	75	74
SPBC1215.01	AT3G17910.1 	4.43092e-20	75	34
SPBC83.08	AT5G67630.1 	0.0	99	67
SPBC83.11	AT5G46110.3 	2.57294e-18	66	28
SPBC83.14c	AT5G27740.1 	6.68947e-109	96	45
SPBC83.17	AT3G58680.1 	3.88152e-25	90	43
SPBC29B5.02c	AT5G55930.1 	6.42908e-172	90	39
SPBC29B5.03c	AT5G67510.1 	7.8205e-54	97	62
SPBC27.08c	AT1G19920.1 	1.78643e-45	74	32
SPBC28F2.02	AT2G20280.1 	3.6673e-24	50	44
SPBC28F2.03	AT5G58710.1 	2.12396e-63	98	67
SPBC28F2.05c	AT2G21260.1 	2.48461e-21	94	27
SPBC28F2.08c	AT1G18260.1 	3.46904e-15	68	25
SPBC28F2.12	AT4G35800.1 	0.0	85	57
SPBC21B10.11	AT1G74340.1 	5.80214e-09	75	40
SPBC21B10.10	AT5G58420.1 	7.54628e-131	100	67
SPBC21B10.05c	AT3G18140.1 	2.67128e-130	96	55
SPBC19C2.01	AT2G35340.1 	0.0	98	51
SPBC19C2.02	AT5G25480.1 	4.81145e-64	97	40
SPBC19C2.03	AT5G41010.1 	7.75458e-18	77	55
SPBC19C2.04c	AT4G24560.1 	1.54736e-11	69	27
SPBC19C2.05	AT2G34180.1 	5.31275e-32	59	31
SPBC19C2.07	AT1G18270.1 	3.65286e-07	80	25
SPBC19C2.08	AT2G40650.1 	5.34201e-47	71	48
SPBC19C2.12	AT3G59650.1 	1.14226e-17	72	30
SPBC19C2.14	AT1G76300.1 	7.41143e-37	94	59
SPBC19C2.15c	AT5G10480.1 	6.36776e-23	74	39
SPBC2F12.15c	AT3G09320.1 	2.89472e-26	60	30
SPBC2F12.14c	AT1G16350.1 	1.22752e-131	96	43
SPBC2F12.08c	AT5G01290.1 	7.63519e-43	81	34
SPBC2F12.07c	AT4G36130.1 	3.14475e-108	92	64
SPBC2F12.04	AT1G27400.1 	2.02888e-57	77	60
SPBC2F12.02c	AT4G01310.1 	8.93088e-20	56	33
SPBC11G11.01	AT3G57090.1 	1.66293e-10	67	29
SPBC11G11.03	AT1G25260.1 	1.05906e-46	91	35
SPBC11G11.04	AT1G80500.1 	6.96403e-44	99	46
SPBC11G11.06c	AT2G18740.1 	3.14263e-30	95	60
SPBC11G11.07	AT5G62600.1 	1.06962e-49	84	26
SPBC18H10.02	AT1G77590.1 	2.90455e-121	97	35
SPBC18H10.03	AT3G11400.1 	4.10519e-31	55	45
SPBC18H10.06c	AT5G14530.1 	1.87325e-42	69	36
SPBC18H10.10c	AT1G25682.1 	7.30857e-31	57	34
SPBC18H10.12c	AT2G01250.1 	3.55956e-94	94	57
SPBC18H10.13	AT3G11510.1 	5.8601e-42	89	79
SPBC18H10.14	AT2G09990.1 	2.05409e-72	99	69
SPBC18H10.15	AT1G67580.2 	5.75185e-111	81	51
SPBC18H10.16	AT1G30450.2 	7.02265e-73	73	27
SPBC9B6.04c	AT4G02930.1 	6.47745e-170	89	63
SPBC9B6.05c	AT1G76860.1 	1.06322e-32	96	55
SPBC9B6.06	AT5G64670.1 	5.23652e-29	68	41
SPBC9B6.07	AT5G20600.1 	1.01511e-24	77	36
SPBC9B6.09c	AT5G39040.1 	3.5329e-110	81	37
SPBC28E12.05	AT3G56510.2 	1.57687e-44	56	43
SPBC3H7.15	AT4G26100.1 	1.26585e-162	80	75
SPBC3H7.11	AT2G26200.1 	3.00751e-55	86	43
SPBC3H7.09	AT4G24630.1 	6.59094e-44	80	36
SPBC3H7.07c	AT1G18640.2 	4.24186e-13	56	34
SPBC3H7.04	AT5G23310.1 	5.90812e-15	65	28
SPBC3H7.03c	AT5G65750.1 	0.0	95	52
SPBC3H7.02	AT5G13550.1 	5.13488e-65	71	30
SPBP16F5.02	AT5G27620.1 	1.31809e-17	70	27
SPBP16F5.04	AT3G55380.1 	4.366e-54	84	53
SPBP16F5.05c	AT5G12320.1 	3.18606e-20	91	38
SPBP16F5.07	AT1G60780.1 	6.66108e-180	99	54
SPBP16F5.08c	AT5G07800.1 	3.69325e-43	89	31
SPBC16E9.06c	AT1G55805.1 	1.34668e-20	88	48
SPBC16E9.05	AT5G13710.2 	2.5304e-103	90	45
SPBC16E9.09c	AT1G26690.1 	9.52166e-07	92	24
SPBC16E9.10c	AT3G01610.1 	3.56652e-168	79	45
SPBC16E9.12c	AT5G10350.2 	1.25511e-48	81	61
SPBC16E9.13	AT3G19100.1 	4.54485e-26	53	34
SPBC16E9.17c	AT1G20610.1 	1.49309e-31	56	33
SPBC16E9.18	AT4G16700.1 	1.68226e-70	86	39
SPBC1A4.01	AT2G18290.1 	1.06948e-44	87	42
SPBC1A4.02c	AT1G80560.1 	3.49889e-81	89	48
SPBC1A4.03c	AT3G23890.1 	0.0	78	52
SPBC1A4.06c	AT3G47630.2 	3.60451e-39	81	31
SPBC1A4.07c	AT4G28450.1 	1.96721e-127	99	46
SPBC1A4.08c	AT5G26360.1 	0.0	99	58
SPBC1A4.09	AT3G04820.1 	2.49157e-106	93	38
SPBP23A10.04	AT2G04660.1 	7.08332e-67	69	37
SPBP23A10.06	AT4G27940.1 	3.7193e-26	91	32
SPBP23A10.07	AT1G29940.1 	0.0	98	44
SPBP23A10.08	AT1G18450.1 	9.0878e-79	98	35
SPBP23A10.09	AT1G80190.1 	4.62995e-15	63	35
SPBP23A10.10	AT1G71410.1 	3.48817e-44	77	26
SPBP23A10.15c	AT3G02090.1 	1.21138e-127	93	50
SPBC29A3.01	AT1G63440.1 	8.85253e-172	95	39
SPBC29A3.03c	AT4G37880.1 	5.24056e-55	82	35
SPBC29A3.04	AT3G62870.1 	4.43097e-100	93	62
SPBC29A3.06	AT5G14050.1 	5.29899e-72	75	33
SPBC29A3.07c	AT5G12190.1 	5.29535e-32	99	47
SPBC29A3.09c	AT1G64550.1 	1.06998e-162	98	41
SPBC29A3.11c	AT5G46800.1 	4.16342e-21	91	29
SPBC29A3.12	AT5G15200.1 	1.18257e-82	82	72
SPBC29A3.16	AT2G37990.1 	1.91564e-09	75	34
SPBC29A3.18	AT5G40810.1 	6.76758e-92	89	49
SPBC18E5.02c	AT4G36480.2 	2.54725e-86	85	37
SPBC18E5.04	AT1G66580.1 	2.89108e-100	94	66
SPBC18E5.06	AT3G53890.2 	2.69595e-26	82	56
SPBC18E5.10	AT5G08530.1 	1.29673e-94	90	40
SPBC18E5.12c	AT3G02090.2 	5.77447e-51	82	29
SPBC23G7.05	AT5G54940.2 	1.16817e-38	97	60
SPBC23G7.10c	AT1G09400.1 	5.01743e-27	83	27
SPBC23G7.11	AT1G75230.2 	7.82708e-21	94	28
SPBC23G7.12c	AT5G19990.1 	0.0	99	78
SPBC23G7.13c	AT5G45380.1 	6.85805e-147	90	46
SPBC23G7.15c	AT2G27710.4 	4.6793e-16	58	50
SPBC1711.03	AT4G12590.1 	1.44221e-54	97	37
SPBC1711.04	AT3G12290.1 	2.20048e-18	94	27
SPBC1711.06	AT3G09630.1 	8.05508e-150	92	62
SPBC1711.07	AT2G19540.1 	3.81504e-96	84	42
SPBC1711.08	AT3G12050.1 	3.36313e-24	97	26
SPBC1711.13	AT5G63890.1 	1.49404e-129	91	53
SPBC1711.16	AT4G18905.1 	1.90406e-76	71	40
SPBC1711.17	AT5G13010.1 	0.0	70	56
SPBC17G9.03c	AT3G11710.1 	0.0	88	55
SPBC17G9.05	AT1G53720.1 	1.92736e-103	75	53
SPBC17G9.07	AT5G28060.1 	3.71304e-41	70	65
SPBC17G9.09	AT1G04170.1 	0.0	99	72
SPBC17G9.10	AT2G42740.1 	3.77847e-93	98	72
SPBC1815.01	AT1G74030.1 	0.0	95	62
SPBC14C8.03	AT3G59990.4 	3.39337e-175	99	61
SPBC14C8.04	AT2G31810.1 	1.94072e-21	67	30
SPBC14C8.06	AT2G31300.1 	1.24576e-65	95	35
SPBC14C8.07c	AT1G07270.1 	6.29759e-46	72	28
SPBC14C8.10	AT4G31460.1 	5.9756e-13	61	37
SPBC14C8.12	AT1G54250.1 	6.13541e-22	99	39
SPBC14C8.13	AT5G59560.2 	2.95275e-08	75	26
SPBC14C8.15	AT2G15230.1 	1.64724e-38	76	29
SPBC15C4.01c	AT3G04830.1 	5.20224e-29	68	31
SPBC15C4.02	AT2G40090.1 	3.3448e-67	79	35
SPBC15C4.03	AT3G06540.1 	1.10087e-22	83	29
SPBC15C4.04c	AT2G01170.1 	6.71577e-76	90	34
SPBC15C4.05	AT2G35920.1 	3.12503e-125	54	35
SPBC21H7.02	AT4G31720.1 	2.3229e-24	58	38
SPBC21H7.03c	AT1G09870.1 	4.36227e-22	83	26
SPBC21H7.04	AT2G40700.1 	8.94063e-102	77	37
SPBC21H7.06c	AT1G66080.1 	6.8582e-11	88	25
SPBC21H7.07c	AT4G14910.1 	5.90839e-43	97	39
SPBC16H5.14c	AT5G10050.1 	2.16356e-09	55	25
SPBC16H5.11c	AT4G31120.1 	4.88424e-114	92	36
SPBC16H5.10c	AT3G62310.1 	0.0	92	65
SPBC16H5.08c	AT5G60790.1 	0.0	90	51
SPBC16H5.07c	AT3G58500.1 	0.0	95	78
SPBC16H5.06	AT5G13430.1 	9.91758e-68	77	55
SPBC16H5.03c	AT2G21470.1 	2.06423e-115	72	45
SPBC12D12.01	AT5G04990.1 	1.68571e-18	50	31
SPBC12D12.03	AT3G20050.1 	0.0	95	65
SPBC12D12.09	AT1G16590.1 	5.88827e-10	99	25
SPBC12D12.05c	AT5G51050.1 	6.66434e-61	69	42
SPBC12D12.06	AT5G48640.1 	3.04827e-20	85	31
SPBC12D12.07c	AT5G39950.1 	6.57648e-20	81	31
SPBC12D12.08c	AT1G31340.1 	3.13442e-40	96	81
SPBC24C6.02	AT5G05450.1 	9.13049e-95	75	43
SPBC24C6.03	AT3G62120.2 	1.57771e-07	73	23
SPBC24C6.04	AT1G74920.1 	2.68043e-34	86	29
SPBC24C6.06	AT2G26300.1 	5.93373e-51	85	33
SPBC24C6.11	AT4G21110.1 	9.28521e-55	100	57
SPBC19G7.01c	AT3G18524.1 	9.3723e-174	90	37
SPBC19G7.03c	AT5G56670.1 	1.23176e-10	100	63
SPBC19G7.16	AT1G32130.1 	9.64701e-27	54	33
SPBC19G7.17	AT1G78720.1 	8.40897e-62	97	30
SPBC36B7.03	AT1G79940.4 	5.48996e-31	80	28
SPBC36B7.04	AT5G67220.1 	7.50389e-83	79	45
SPBC36B7.08c	AT1G18800.1 	2.31253e-12	72	31
SPBC36B7.07	AT1G28490.1 	2.27162e-08	81	26
SPBC1921.01c	AT3G55750.1 	1.90581e-38	94	54
SPBC1921.05	AT4G33090.1 	8.08553e-178	97	38
SPBC1921.06c	AT5G57500.1 	2.46013e-07	72	25
SPBC21D10.11c	AT5G65720.1 	0.0	79	63
SPBC21D10.07	AT4G21192.2 	1.46861e-08	58	34
SPBC12C2.11	AT3G24090.1 	0.0	100	47
SPBC12C2.09c	AT5G20270.1 	1.66781e-42	95	32
SPBC12C2.08	AT4G33650.1 	0.0	99	38
SPBC12C2.07c	AT1G70310.1 	1.81407e-96	93	55
SPBC12C2.06	AT3G53110.1 	1.12315e-95	78	42
SPBC12C2.03c	AT4G30210.2 	5.50774e-31	76	25
SPBC557.03c	AT5G63860.1 	7.10976e-31	72	29
SPBC365.01	AT1G75170.2 	2.45119e-11	63	31
SPBC365.02c	AT2G44520.1 	1.67713e-45	65	38
SPBC365.03c	AT1G09690.1 	5.10958e-49	98	51
SPBC365.05c	AT1G65660.1 	1.78304e-46	75	38
SPBC365.06	AT5G55160.1 	1.81049e-32	75	59
SPBC365.08c	AT4G04860.1 	2.86847e-15	85	32
SPBC365.09c	AT1G55460.1 	1.04503e-58	59	48
SPBC365.10	AT3G12380.1 	1.68715e-92	96	32
SPBC365.14c	AT4G23920.1 	1.99818e-128	94	54
SPBC365.15	AT5G17410.2 	3.11046e-67	83	31
SPBC29A10.01	AT4G30210.2 	3.59216e-84	92	34
SPBC29A10.04	AT3G54670.3 	0.0	99	34
SPBC29A10.05	AT1G29630.2 	2.71514e-72	58	38
SPBC29A10.09c	AT1G55870.1 	3.53352e-12	69	26
SPBC29A10.16c	AT2G32720.1 	2.13051e-24	73	42
SPBC2G5.02c	AT2G44680.1 	8.10292e-60	80	47
SPBC2G5.03	AT2G44270.1 	4.33214e-162	95	67
SPBC2G5.04c	AT1G22200.1 	4.20522e-29	89	32
SPBC2G5.05	AT3G60750.2 	0.0	96	48
SPBC2G5.07c	AT1G06790.1 	1.37328e-29	99	29
SPBC25B2.01	AT5G10630.1 	2.16559e-87	69	39
SPBC25B2.02c	AT2G47000.1 	4.32887e-102	91	25
SPBC25B2.04c	AT2G41670.1 	8.41096e-29	70	32
SPBC25B2.05	AT5G08420.1 	6.44587e-112	90	64
SPBC25B2.09c	AT4G26300.1 	4.51145e-52	77	31
SPBC25B2.11	AT5G23340.1 	5.70206e-14	62	28
SPBC6B1.05c	AT5G45900.1 	1.01604e-145	95	42
SPBC6B1.06c	AT3G20630.1 	1.98252e-127	98	36
SPBC6B1.07	AT4G03430.1 	0.0	99	45
SPBC6B1.10	AT1G10580.1 	1.40076e-121	67	46
SPBC3E7.02c	AT1G07400.1 	7.7877e-18	97	40
SPBC3E7.10	AT2G45240.1 	1.60077e-125	93	54
SPBC3E7.11c	AT4G39150.2 	1.97439e-31	58	39
SPBC3E7.15c	AT1G26200.1 	5.46953e-08	64	28
SPBC3E7.14	AT4G30220.1 	1.1196e-33	93	72
SPBC3E7.16c	AT1G18500.1 	7.12417e-27	57	28
SPBC4F6.04	AT3G55280.2 	1.83575e-40	88	57
SPBC4F6.07c	AT3G16840.1 	1.0765e-89	75	37
SPBC4F6.08c	AT5G18790.1 	7.75111e-12	96	49
SPBC4F6.11c	AT2G03667.1 	6.16431e-45	50	35
SPBC4F6.13c	AT2G40360.1 	1.05909e-150	83	42
SPBC4F6.14	AT2G21440.1 	1.97538e-27	57	28
SPBC4F6.15c	AT3G05210.1 	2.0717e-61	77	48
SPBC4F6.16c	AT1G72280.1 	4.90412e-49	78	33
SPBC4F6.17c	AT5G15450.1 	0.0	85	52
SPBC4F6.18c	AT3G62290.3 	1.13799e-118	100	86
SPBC18A7.01	AT1G09300.2 	4.23111e-17	50	32
SPBC336.02	AT2G47420.1 	3.45212e-107	99	52
SPBC336.04	AT5G63960.1 	0.0	92	57
SPBC336.05c	AT4G20910.2 	1.05203e-19	62	29
SPBC336.10c	AT1G13950.1 	5.51566e-54	90	55
SPBC336.11	AT1G71270.1 	1.40806e-33	97	26
SPBC336.13c	AT3G08980.1 	6.12981e-25	85	36
SPBC685.02	AT5G60370.1 	5.01902e-19	84	27
SPBC685.04c	AT1G47830.1 	2.90868e-53	100	58
SPBC685.06	AT1G72370.2 	4.23627e-86	68	57
SPBC685.07c	AT4G15000.1 	4.50834e-46	100	49
SPBC685.09	AT2G37560.2 	4.49365e-39	58	30
SPBC32F12.02	AT4G29830.1 	1.00905e-25	90	27
SPBC32F12.03c	AT4G11600.1 	3.82397e-51	98	50
SPBC32F12.04	AT5G05620.1 	0.0	99	70
SPBC32F12.05c	AT3G18790.1 	2.93413e-22	70	37
SPBC32F12.06	AT4G19600.1 	1.16323e-42	95	30
SPBC32F12.10	AT5G51820.1 	0.0	99	57
SPBC32F12.11	AT1G16300.1 	9.65532e-165	97	72
SPBC19C7.06	AT3G62120.2 	0.0	71	58
SPBC19C7.11	AT5G26240.1 	9.15856e-27	86	27
SPBP19A11.01	AT2G35370.1 	1.62586e-42	72	52
SPBP19A11.03c	AT2G20580.1 	0.0	93	48
SPBP4H10.03	AT5G62050.1 	3.9673e-40	54	33
SPBP4H10.05c	AT5G18930.1 	1.61204e-43	93	34
SPBP4H10.06c	AT5G62410.1 	0.0	99	39
SPBP4H10.10	AT1G18600.1 	4.76603e-08	52	28
SPBP4H10.11c	AT1G77590.1 	4.79753e-109	86	35
SPBP4H10.13	AT5G02960.1 	2.28889e-71	100	72
SPBP4H10.15	AT4G26970.1 	4.84103e-41	69	32
SPBP4H10.17c	AT4G10050.1 	3.37105e-70	87	40
SPBP4H10.21c	AT5G49010.1 	4.23192e-16	92	28
SPBC1703.04	AT4G09140.1 	1.38834e-109	98	36
SPBC1703.05	AT3G51270.1 	1.71604e-104	90	49
SPBC1703.07	AT5G49460.1 	0.0	98	55
SPBC1703.08c	AT5G13050.1 	2.23272e-15	97	32
SPBC1703.10	AT1G02130.1 	1.15235e-108	100	72
SPBC1703.11	AT1G28510.1 	7.74072e-22	69	38
SPBC1703.13c	AT5G14040.1 	1.5306e-95	97	55
SPBC1703.14c	AT5G55310.1 	7.07151e-138	54	52
SPBC1703.15c	AT3G54860.1 	5.62814e-74	97	32
SPBC2A9.02	AT4G33360.3 	1.13591e-09	92	28
SPBC2A9.03	AT5G56190.1 	9.74904e-40	82	32
SPBC2A9.05c	AT1G09330.1 	1.90089e-36	73	42
SPBC2A9.06c	AT1G11755.1 	1.52065e-09	75	22
SPBC2A9.08c	AT1G11890.1 	8.27862e-56	96	42
SPBC2A9.09	AT5G14240.1 	1.58767e-26	76	37
SPBC2A9.10	AT5G51130.1 	8.78046e-29	80	33
SPBC2A9.11c	AT2G39340.1 	5.02645e-61	64	46
SPBC2D10.03c	AT4G32930.1 	9.35974e-21	98	35
SPBC2D10.07c	AT1G53530.1 	3.36234e-31	89	40
SPBC2D10.08c	AT2G20060.1 	3.28957e-24	79	32
SPBC2D10.09	AT5G65940.1 	1.75515e-80	80	40
SPBC2D10.10c	AT5G52470.1 	3.60045e-135	75	78
SPBC2D10.11c	AT4G26110.1 	7.77698e-36	73	34
SPBC2D10.12	AT1G16190.1 	4.00511e-52	99	37
SPBC2D10.14c	AT4G33200.2 	0.0	62	38
SPBC2D10.15c	AT1G18440.1 	2.42403e-19	83	35
SPBC2D10.18	AT4G01660.1 	1.6724e-117	70	43
SPBC2D10.20	AT5G50870.1 	7.66831e-60	84	49
SPBC15D4.01c	AT1G18550.1 	1.70283e-27	61	29
SPBC15D4.04	AT3G57220.1 	7.73687e-65	93	33
SPBC15D4.05	AT1G26520.1 	1.36229e-64	82	37
SPBC15D4.06	AT2G38130.2 	1.59494e-46	95	48
SPBC15D4.07c	AT2G31260.1 	1.22997e-67	73	32
SPBC15D4.14	AT5G25150.1 	4.75859e-115	90	38
SPBC15D4.15	AT5G47760.1 	5.00257e-57	98	38
SPBC13E7.01	AT1G80930.1 	0.0	60	53
SPBC13E7.04	AT5G47030.1 	6.5109e-14	77	35
SPBC13E7.08c	AT5G61150.1 	3.02301e-10	57	28
SPBC13E7.10c	AT3G09360.1 	1.80548e-42	55	36
SPBC13E7.11	AT1G18600.1 	5.33415e-10	59	30
SPBC30D10.18c	AT2G27530.2 	9.06713e-90	100	64
SPBC30D10.16	AT1G11790.1 	9.40909e-22	85	33
SPBC30D10.14	AT3G23600.1 	6.24149e-17	88	28
SPBC30D10.13c	AT5G50850.1 	3.25835e-147	91	64
SPBC30D10.10c	AT1G50030.1 	0.0	99	42
SPBC30D10.09c	AT5G42560.1 	1.87612e-14	55	30
SPBC30D10.06	AT5G27720.1 	1.72566e-38	70	64
SPBC30D10.05c	AT3G47360.1 	1.15928e-24	73	39
SPBC30D10.02	AT5G08190.1 	3.62499e-31	65	47
SPBC1778.03c	AT5G20070.1 	1.1665e-36	51	40
SPBC1778.06c	AT4G26700.2 	3.15704e-144	91	41
SPBC1778.07	AT2G32160.2 	6.12119e-71	72	43
SPBC1778.08c	AT1G60430.2 	1.93666e-44	97	43
SPBC1778.09	AT5G15930.1 	3.7234e-36	63	36
SPBC1778.10c	AT5G04510.2 	3.78339e-65	50	41
SPBC4C3.10c	AT4G31300.3 	4.21497e-76	85	53
SPBC4C3.08	AT1G60450.1 	2.21481e-12	89	24
SPBC4C3.07	AT2G39990.1 	2.11623e-41	99	34
SPBC4C3.05c	AT3G57660.1 	0.0	99	36
SPBC4C3.03	AT2G17265.1 	2.49019e-14	91	29
SPBC405.01	AT1G09830.1 	1.07614e-108	54	45
SPBC405.03c	AT4G32140.1 	2.06484e-34	68	38
SPBC405.04c	AT3G18820.1 	1.05408e-95	100	63
SPBC405.06	AT3G44110.1 	7.58544e-64	90	37
SPBC405.07	AT5G02450.1 	9.48959e-22	96	57
SPBC609.02	AT3G19420.1 	3.46786e-29	83	30
SPBC609.05	AT3G28730.1 	1.33914e-84	85	34
SPBC776.01	AT3G06700.3 	2.16345e-15	96	54
SPBC776.02c	AT2G39840.1 	0.0	90	80
SPBC776.03	AT1G31230.1 	1.18877e-81	89	44
SPBC776.04	AT1G05520.1 	0.0	99	45
SPBC776.05	AT5G35460.1 	1.77097e-30	79	28
SPBC776.07	AT5G05990.1 	1.03893e-13	85	26
SPBC776.08c	AT1G63810.1 	1.38325e-70	77	28
SPBC776.09	AT4G00660.1 	0.0	82	73
SPBC776.10c	AT1G31780.1 	1.91055e-22	55	23
SPBC776.11	AT1G23290.1 	5.93622e-39	100	59
SPBC776.12c	AT5G67380.2 	2.84071e-21	58	25
SPBC776.13	AT3G57060.1 	1.72622e-88	87	27
SPBC776.15c	AT4G26910.3 	2.80403e-111	88	46
SPBC21.03c	AT2G14660.1 	2.1523e-07	69	24
SPBC21.07c	AT1G01140.2 	5.00919e-30	72	28
SPBC19F8.02	AT5G53400.1 	4.67115e-40	92	41
SPBC19F8.04c	AT5G07350.1 	8.0167e-08	70	31
SPBC19F8.06c	AT1G05940.1 	8.63965e-14	62	26
SPBC19F8.07	AT1G18040.1 	2.24727e-107	88	49
SPBC19F8.08	AT5G58420.1 	1.03327e-129	100	66
SPBC25H2.14	AT2G15240.1 	8.46738e-46	95	36
SPBC25H2.13c	AT2G27120.1 	0.0	97	40
SPBC25H2.12c	AT3G11830.1 	0.0	94	64
SPBC25H2.08c	AT1G16010.3 	4.8577e-20	75	36
SPBC25H2.07	AT2G04520.1 	2.26512e-39	66	65
SPBC25H2.06c	AT3G59500.1 	3.42713e-24	94	28
SPBC25H2.05	AT4G10480.2 	1.91561e-27	85	41
SPBC25H2.03	AT2G01690.1 	7.05787e-121	86	35
SPBC25H2.02	AT5G26830.1 	0.0	92	56
SPBC20F10.04c	AT1G51130.1 	5.29821e-15	94	23
SPBC20F10.06	AT3G25980.1 	1.6465e-60	93	44
SPBC20F10.09	AT5G48870.1 	2.08797e-25	95	59
SPBC20F10.10	AT2G44740.1 	2.57318e-26	64	37
SPBC17D11.02c	AT3G16090.1 	4.93984e-52	58	31
SPBC17D11.05	AT4G11420.1 	3.27914e-128	75	36
SPBC17D11.06	AT1G67320.2 	4.12632e-93	95	41
SPBC17D11.07c	AT2G32730.1 	0.0	95	47
SPBC17D11.08	AT5G24520.2 	4.37092e-55	72	37
SPBC17D1.02	AT3G59630.1 	3.69973e-70	90	36
SPBC17D1.03c	AT1G60080.1 	3.81939e-36	93	33
SPBC17D1.06	AT1G31970.1 	6.46715e-130	70	51
SPBC11C11.07	AT3G05590.1 	2.13511e-67	100	59
SPBC11C11.09c	AT5G39740.2 	2.69705e-97	97	52
SPBC11C11.11c	AT3G22330.1 	8.93483e-08	58	24
SPBC3B8.09	AT2G43650.1 	1.98807e-07	76	27
SPBC3B8.07c	AT4G04930.1 	2.21922e-98	89	44
SPBC3B8.05	AT5G62030.1 	1.88359e-128	80	51
SPBC3B8.04c	AT5G47560.1 	1.41884e-17	50	25
SPBC3B8.03	AT4G33150.3 	2.91041e-93	98	38
SPBC3B8.01c	AT4G32360.1 	6.27625e-83	98	37
SPBC13A2.01c	AT5G44200.2 	8.95031e-56	85	56
SPBC13A2.03	AT1G62430.1 	7.67819e-104	94	40
SPBC13A2.04c	AT3G54140.1 	1.65767e-33	77	30
SPBC4B4.01c	AT4G32180.3 	2.84101e-84	91	45
SPBC4B4.04	AT1G73180.1 	4.33235e-85	74	38
SPBC4B4.05	AT3G11500.1 	2.39196e-19	96	47
SPBC4B4.06	AT4G19003.1 	2.38388e-21	97	29
SPBC4B4.07c	AT2G30260.1 	8.1062e-48	89	34
SPBC4B4.08	AT3G19940.1 	4.92898e-52	87	27
SPBC4B4.09	AT1G04080.1 	2.40095e-66	74	31
SPBC4B4.10c	AT5G17290.1 	1.69635e-18	76	26
SPBC2G2.04c	AT3G20390.1 	8.73813e-28	67	46
